Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,Latitude,Longitude
Rumah Tinggal,10 Mei 2021,"Jl. Inpres II RT 004 RW 02 Cluster Yadin No. 08, Kel. Nerogtok Kec Pinang Kota Tangerang",004/002,Nerogtog,Pinang,Kota Tangerang,Banten,"-6.207595,106.689650",1,134,120,"Rp4.600.000,00","Rp1.110.000.000,00","Rp1.110.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.207595,106.68965
Rumah Tinggal,16 September 2021,"Komplek Perum. Green Lake City Cluster Australia, Jl. Australia 6 No 59",-,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.18327, 106.70256",1,120,122,"Rp15.800.000,00","Rp2.352.280.000,00","Rp2.352.280.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Biaya Pengganti Terdepresiasi (DRC),(NULL),(NULL),Nilai Pasar,(NULL),-6.18327,106.70256
Gudang,7 Juni 2021,'Komplek Pergudangan Era Prima Blok N No.26 Jl. Daan Mogot KM 21,0,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.438665, 106.948229",1,351,351,"Rp12.770.000,00","Rp5.106.000.000,00","Rp5.106.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.438665,106.948229
Rumah Tinggal,30 Juli 2021,Jalan Winong,002/05,Sudimara Timur,Ciledug,Kota Tangerang,Banten,"-6.230006, 106.715085",1,311,36,"Rp5.619.000,00","Rp1.820.805.000,00","Rp1.820.805.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.230006,106.715085
Rumah Tinggal,17 September 2021,"Komplek Perum Simprug Diporis, Jl. Kiwi Blok D-7 No 16",-,Poris Gaga,Batuceper,Kota Tangerang,Banten,"-6.179746, 106.673536",1,103,149,"Rp7.600.000,00","Rp1.307.280.000,00","Rp1.307.280.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Biaya Pengganti Terdepresiasi (DRC),(NULL),(NULL),Nilai Pasar,(NULL),-6.179746,106.673536
Gudang,16 Desember 2021,"Pergudangan Bandara Benda Permai Blok A1, A2, A3, A3A, A5, A6, A7, A8, A9, A10, A11, A12, A12A, A14, A26, A27, A28",-,Benda,Benda,Kota Tangerang,Banten,"-6.106222, 106.683199",17,7980,6125,"Rp9.170.000,00","Rp80.436.778.000,00","Rp80.436.778.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,DRC Data pasar,(NULL),(NULL),Nilai Pasar,(NULL),-6.106222,106.683199
Rumah Tinggal,4 Agustus 2021,Perum Bangun Reksa Indah II Blok FF No 12,-,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,"-6.213429, 106.702541",1,150,216,"Rp6.243.000,00","Rp1.679.598.000,00","Rp1.679.598.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.213429,106.702541
Rumah Tinggal,21 September 2021,Jl. Chairil Anwar Gg Perintis  No 18,RT 001 RW 05,Kreo,Larangan,Kota Tangerang,Banten,"-6.231674, 106.738700",1,156,116,"Rp5.400.000,00","Rp1.094.120.000,00","Rp1.094.120.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Biaya Pengganti Terdepresiasi (DRC),(NULL),(NULL),Nilai Pasar,(NULL),-6.231674,106.7387
Rumah Tinggal,28 Mei 2021,"Perumahan Graha Raya, Cluster Fortune Garden Blok D8 No. C-27 Kelurahan Tajur, Kecamatan Ciledug, Kota Tangerang",000/000,Tajur,Ciledug,Kota Tangerang,Banten,"-6.239104623964548, 106.69352693777648",1,72,71,"Rp10.600.000,00","Rp763.200.000,00","Rp763.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.239104623964548,106.69352693777648
Gudang,31 Mei 2020,"Kavling DPR Blok B No. 103, Neroktog, Pinang, Tangerang",000/000,Nerogtog,Pinang,Kota Tangerang,Banten,"-6.205911471807545, 106.68081372571426",1,800,684,"Rp4.600.000,00","Rp5.320.400.000,00","Rp5.320.400.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.205911471807545,106.68081372571426
Rumah Tinggal,1 Juni 2021,"Perum Graha Raya Cluster Fortune Essence Blok D.3/E No. 22, Kel. Tajur, Kec. Ciledug, Kota Tangerang",000/000,Tajur,Ciledug,Kota Tangerang,Banten,"-6.234694286964973, 106.69360452772865",1,70,89,"Rp10.200.000,00","Rp1.086.910.000,00","Rp1.086.910.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.234694286964973,106.69360452772864
Pabrik,15 September 2021,"Jl. Aria Kemuning No. 35, Prov. Banten, Kota Tangerang, Kecamatan Periuk  (dh. Jatiuwung), Kelurahan Periuk Jaya",000/000,Periuk,Periuk,Kota Tangerang,Banten,"-6.156345, 106.601835",1,9550,4834,"Rp4.221.810,00","Rp47.033.000.000,00","Rp47.033.000.000,00",Properti,Pabrik,(NULL),Lelang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.156345,106.601835
Gudang,23 September 2021,"Komplek Vivo Business Park Blok I No. 33, RT. 002, RW. 014, Kelurahan Karang Sari, Kecamatan Neglasari,                         Kota Tangerang, Provinsi Banten",002/014,Karang Sari,Neglasari,Kota Tangerang,Banten,"-6.150094, 106.641188",1,360,416,"Rp8.652.915,00","Rp4.534.900.000,00","Rp4.534.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.150094,106.641188
Gudang,23 September 2021,"Komplek Vivo Business Park Blok J No. 18, RT. 002, RW. 014, Kelurahan Karang Sari, Kecamatan Neglasari, Kota Tangerang, Provinsi Banten",002/014,Karang Sari,Neglasari,Kota Tangerang,Banten,"-6.150391, 106.642709",1,360,402,"Rp8.781.171,00","Rp4.008.000.000,00","Rp4.008.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.150391,106.642709
Gudang,23 September 2021,"Komplek Vivo Business Park Blok I No. 31, RT. 002, RW. 014, Kelurahan Karang Sari, Kecamatan Neglasari,                    Kota Tangerang, Provinsi Banten.",002/014,Karang Sari,Neglasari,Kota Tangerang,Banten,"-6.149968, 106.641313",1,360,521,"Rp8.652.915,00","Rp4.090.300.000,00","Rp4.090.300.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.149968,106.641313
Rumah Tinggal,19 Agustus 2021,Perum Kota Modern (d/h Modern Land) Jalan Taman Golf XVII Blok CG-6 No 3A,-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.192393, 106.650261",1,180,218,"Rp9.323.000,00","Rp2.278.271.000,00","Rp2.278.271.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.192393,106.650261
Rumah Tinggal,2 Juni 2021,"Perumahan Bangun Reksa Indah 1 Blok C No. 05, Kel Karang Tengah, Kec Karang Tengah (d/h Ciledug), Kota Tangerang",000/00,Karang Tengah,Karang Tengah,Kota Tangerang,Banten,"-6.2125133683974365, 106.70716034218634",1,150,250,"Rp5.680.000,00","Rp1.782.000.000,00","Rp1.782.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2125133683974365,106.70716034218634
Rumah Tinggal,7 Juni 2021,"Komplek Pengayoman, Jl. Banding VI Blok D-9 No. 2 Kelurahan Sukasari, Kecamatan Tangerang, Kota Tangerang",000/00,Sukasari,Tangerang,Kota Tangerang,Banten,"-6.181964500857431, 106.64168868138167",1,135,126,"Rp7.200.000,00","Rp1.318.752.000,00","Rp1.318.752.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.181964500857431,106.64168868138168
Rumah Tinggal,12 Juni 2022,"Perum. Villa Ilhami, Jalan Munawwarah Raya Blok K - 12 No. 3",-,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.225148, 106.620357",1,120,62,"Rp9.435.000,00","Rp1.311.635.000,00","Rp1.311.635.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.225148,106.620357
Rumah Tinggal,24 Mei 2021,"Perum. Villa Tangerang Indah, Jl. Krakatau 3 Blok BB - 5 No. 6 & 8",0,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1702362930664885, 106.58866410788083",1,120,105,"Rp3.800.000,00","Rp702.750.000,00","Rp702.750.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.1702362930664885,106.58866410788085
Rumah Tinggal,5 Oktober 2021,"Perum Puri Dewata Indah Blok AL No.1A, Kelurahan Poris Plawad, Kecamatan Cipondoh, Kota Tangerang, Provinsi Banten",000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.180241, 106.664435",1,178,134,"Rp6.273.576,00","Rp1.276.660.000,00","Rp1.276.660.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.180241,106.664435
Rumah Tinggal,26 Agustus 2021,Perum Green Lake City Cluster Amerika Jalan West Coast 2A No 5,-,Petir,Cipondoh,Kota Tangerang,Banten,"-6.183242, 106.712180",1,108,184,"Rp17.118.000,00","Rp2.604.258.000,00","Rp2.604.258.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.183242,106.71218
Rumah Tinggal,1 Oktober 2021,"JL. DUREN VILLA BLOK G1 NO. 3, KEL. PEDURENAN, KEC. KARANG TENGAH, TANGERANG, BANTEN",-,Padurenan,Karang Tengah,Kota Tangerang,Banten,"-6.225136, 106.697067",1,240,203,"Rp8.750.000,00","Rp3.001.670.000,00","Rp3.001.670.000,00",Properti,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.225136,106.697067
Rumah Tinggal,21 Oktober 2021,"Jalan Iskandar Muda RT. 002 RW. 002, Kelurahan Kedaung Wetan, Kecamatan Neglasari , Kota Tangerang, Provinsi Banten",002/002,Kedaung Baru,Neglasari,Kota Tangerang,Banten,"-6.122308, 106.628062",1,317,676,"Rp1.426.500.000,00","Rp2.771.000.000,00","Rp2.771.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.122308,106.628062
Rumah Tinggal,15 Juni 2021,"Perumahan Green Lake City Cluster Amerika Jl. West Coast 2A No. 2, Kel. Petir, Kec. Cipondoh",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.183334, 106.712234",1,108,156,"Rp16.400.000,00","Rp2.306.480.000,00","Rp2.306.480.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.183334,106.712234
Rumah Tinggal,16 Juni 2021,"Perumnas II Karawaci No.5 Jl. Borneo II Kel. Cibodas Baru, Kec. Cibodas, Tangerang",000/000,Cibodas Baru,Cibodas,Kota Tangerang,Banten,"-6.2087092, 106.6052925",1,72,55,"Rp5.000.000,00","Rp438.400.000,00","Rp438.400.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.2087092,106.6052925
Rumah Tinggal,17 Juni 2021,"Jalan Prabu Kian Santang RT 001 RW 004, Sangiang Jaya, Periuk, Tangerang",000/000,Sangiang Jaya,Periuk,Kota Tangerang,Banten,"-6.1788296,106.5954072",1,394,238,"Rp4.540.000,00","Rp2.502.760.000,00","Rp2.502.760.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1788296,106.5954072
Rumah Tinggal,17 Juni 2021,"Perumahan The Royal Park Karawaci Blok C No. 01 Kel. Cibodas, Kec. Cibodas, Kota Tangerang",000/000,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.202396, 106.611231",1,150,69,"Rp5.300.000,00","Rp795.000.000,00","Rp795.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.202396,106.611231
Rumah Tinggal,17 Juni 2021,"Komplek Deplu Jl. Duta IV Kav. 143, Kel. Cipadu Jaya, Kec. Larangan",000/000,Cipadu Jaya,Larangan,Kota Tangerang,Banten,"-6.246967, 106.743243",1,515,243,"Rp7.200.000,00","Rp4.112.840.000,00","Rp0,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.246967,106.743243
Rumah Tinggal,20 Juni 2021,"Perumahan Metland Cyber City, Cluster East Terrace Blok A.6 No. 15 Kelurahan Parung Jaya, Kecamatan Karang Tengah, Kota Tangerang",000/000,Parung Jaya,Karang Tengah,Kota Tangerang,Banten,"-6.1981023, 106.7095435",1,90,72,"Rp16.100.000,00","Rp1.449.000.000,00","Rp1.449.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.1981023,106.7095435
Rumah Tinggal,21 Juni 2021,"Perumahan The Royal Park Karawaci Blok C No. 9B Kelurahan Cibodas, Kecamatan Cibodas, Kota Tangerang",000/000,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.202183, 106.611446",1,60,32,"Rp5.300.000,00","Rp318.000.000,00","Rp318.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.202183,106.611446
Rumah Tinggal,18 September 2021,Perum Alam Indah Blok A-3 No 8,-,Poris Plawad Indah,Cipondoh,Kota Tangerang,Banten,"-6.191615, 106.666642",1,72,93,"Rp5.405.000,00","Rp723.418.000,00","Rp723.418.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.191615,106.666642
Gudang,18 September 2021,Komplek Modern Business Park Jalan KH. Hasyim Ashari Kav 9D & 9E,-,Buaran Indah,Tangerang,Kota Tangerang,Banten,"-6.184535, 106.651198",1,569,888,"Rp12.742.000,00","Rp9.408.582.000,00","Rp9.408.582.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.184535,106.651198
Gudang,25 Mei 2021,"Jalan Prabu Siliwangi Km. 1, Kel. Kroncong, Kec. Jatiuwung, Tangerang",000/000,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.18894,106.58231",1,15780,6553,"Rp2.600.000,00","Rp46.382.800.000,00","Rp46.382.800.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.18894,106.58231
Rumah Tinggal,23 Juni 2021,"Cluster Bumi Padjajaran 3 Blok. E No.2 Kel.Poris Plawad Utara , Kec. Cipondoh Utara, Kota Tangerang",000/000,Poris Plawad Utara,Cipondoh,Kota Tangerang,Banten,"-6.180841, 106.668619",1,66,36,"Rp5.500.000,00","Rp460.200.000,00","Rp460.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.180841,106.668619
Rumah Tinggal,9 Juli 2021,"Jl. Masjid Al-Islah, Gg. Harun No. 44, Rt 005 Rw 02",0,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.192099,106.694351",1,84,50,"Rp6.316.000,00","Rp739.994.000,00","Rp739.994.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.192099,106.694351
Gudang,19 November 2021,"KOMPLEK PERGUDANGAN NUSA INDAH,BLOK.A,NO.5 ,JL.HUSEIN SASTRANEGARA,JURUMUDI,BENDA,",000/000,Jurumudi,Benda,Kota Tangerang,Banten,"-6.139985, 106.682402",1,719,629,"Rp7.350.000,00","Rp6.154.850.000,00","Rp6.154.850.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.139985,106.682402
Gudang,19 November 2021,"KOMPLEK PERGUDANGAN NUSA INDAH,BLOK.A,NO.6, JL.HUSEIN SASTRANEGARA,JURUMUDI,BENDA, TANGERANG.",000/000,Jurumudi,Benda,Kota Tangerang,Banten,"-6.139985, 106.682402",1,947,1427,"Rp7.300.000,00","Rp9.004.800.000,00","Rp9.004.800.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.139985,106.682402
Rumah Tinggal,2 Oktober 2021,Perumahan Keroncong Permai Jalan Kencana VI Blok DB 2 No. 6,-,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.185613, 106.588716",1,85,75,"Rp4.562.000,00","Rp631.070.000,00","Rp631.070.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.185613,106.588716
Gudang,28 Juni 2021,"Pergudangan Niaga Terpadu Blok E 8 C, Kel. Porisgaga Baru, Kec. Batuceper",000/000,Poris Gaga,Batuceper,Kota Tangerang,Banten,"-6.163778, 106.678417",1,378,352,"Rp13.500.000,00","Rp5.750.296.000,00","Rp5.750.296.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.163778,106.678417
Rumah Tinggal,28 Juni 2021,"Komplek Green Lake City Cluster Amerika Latin, Jl. Amerika Latin 8 No. 50, Kel. Petir, Kec. Cipondoh, Tangerang",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.184688975230313, 106.70778507298002",1,124,236,"Rp15.700.000,00","Rp3.167.040.000,00","Rp3.167.040.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.184688975230313,106.70778507298002
Gudang,30 Juni 2021,"Jl. Iskandar Muda No. 89 RT 002 RW 02, Kedaung Baru, Neglasari, Tangerang",002/002,Kedaung Baru,Neglasari,Kota Tangerang,Banten,"-6.1387826,106.6156474",1,2822,"2475,48","Rp3.100.000,00","Rp11.377.966.500,00","Rp11.377.966.500,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1387826,106.6156474
Rumah Tinggal,18 Agustus 2021,Perum Kota Modern (d/h Modern Land) Jalan Taman Golf XVII Blok CG-6 No 3A,-,Poris Plawad Indah,Cipondoh,Kota Tangerang,Banten,"-6.192393, 106.650261",1,180,218,"Rp9.323.000,00","Rp2.278.271.000,00","Rp2.278.271.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.192393,106.650261
Gudang,28 Oktober 2021,"Komplek Pergudangan Arcadia G-7                No. 7,8,9",000/000,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.157876, 106.663701",1,1483,1065,"Rp11.600.000,00","Rp20.447.000.000,00","Rp20.447.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.157876,106.663701
Gudang,6 Desember 2021,(d.a Pergudangan dan Industri Daan Mogot Era Prima)  Jalan Daan Mogot KM. 21 Blok E No. 5,000/000,Poris Gaga Baru,Batuceper,Kota Tangerang,Banten,"-6.167116, 106.672148",1,400,340,"Rp14.510.000,00","Rp6.828.000.000,00","Rp6.828.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.167116,106.672148
Rumah Tinggal,2 Juli 2021,"Perum Puri 11 Residence Jl. Heritage 3 No. 66 Kel. Pondok Bahar, Kec. Karang Tengah, Tangerang",000/00,Pondok Bahar,Karang Tengah,Kota Tangerang,Banten,"-6.209668855471813, 106.70247194164135",1,88,158,"Rp17.100.000,00","Rp1.504.800.000,00","Rp1.504.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.209668855471813,106.70247194164136
Rumah Tinggal,4 Agustus 2021,Komplek Pertokoan Pinangsia Blok M No. 6 dan 7,0,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.222795, 106.618704",1,265,1039,"Rp1.039,00","Rp8.907.000.000,00","Rp8.907.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.222795,106.618704
Rumah Tinggal,2 Juli 2021,"Kavling DPR Blok C No. 308A Neroktog, Pinang, Tangerang",000/00,Nerogtog,Pinang,Kota Tangerang,Banten,"-6.203712871418745, 106.68173635254637",1,800,620,"Rp4.600.000,00","Rp4.920.000.000,00","Rp4.920.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.203712871418745,106.68173635254637
Gudang,31 Desember 2020,"Komplek Pergudangan Bandara Mas Blok C Kav No. 10,12B,14",000/000,Selapajang Jaya,Neglasari,Kota Tangerang,Banten,"-6.134667, 106.629149",1,1350,1217,"Rp380.000,00","Rp503.000.000,00","Rp503.000.000,00",Properti,Gudang,(NULL),Lainnya,Penentuan nilai sewa pasar,Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Sewa Pasar,(NULL),-6.134667,106.629149
Rumah Tinggal,18 Mei 2021,"Taman Royal 3 Cluster Palem Jalan Palem 9 No.32 Poris Plawad, Kec. Cipondoh, Kota Tangerang - Banten",000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.175707, 106.661066",1,105,89,"Rp7.580.000,00","Rp974.400.000,00","Rp974.400.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.175707,106.661066
Rumah Tinggal,15 Oktober 2021,Komplek Kejaksaan Agung Suad Jalan Kejaksaan IV Tengah NO 36,-,Kreo,Larangan,Kota Tangerang,Banten,"-6.227065, 106.736287",1,500,597,"Rp8.397.000,00","Rp6.940.592.000,00","Rp6.940.592.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.227065,106.736287
Rumah Tinggal,14 Oktober 2021,Perumahan Green Lake City Cluster Australia Jalan Australia 5 NO 27,-,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.183643, 106.703788",1,90,84,"Rp18.321.000,00","Rp1.935.954.000,00","Rp1.935.954.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.183643,106.703788
