Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,Latitude,Longitude
Rumah Tinggal,5 Januari 2021,"Perumahan Cimone Mas Permai 2, Jl. Ambon Blok A II No. 12",0,Cimone,Karawaci,Kota Tangerang,Banten,"-6.1908273, 106.6117413",1,187,54,"Rp4.652.500,00","Rp948.000.000,00","Rp948.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Biaya pengganti,(NULL),(NULL),Nilai Pasar,(NULL),-6.1908273,106.6117413
Rumah Tinggal,19 Desember 2020,"Komplek Green Lake City, Jalan Asia 8 No. 80",000/000,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.1904033, 106.6980614",1,90,168,"Rp15.339.000,00","Rp1.790.400.000,00","Rp1.790.400.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),Nilai Pasar,(NULL),-6.1904033,106.6980614
Rumah Tinggal,4 Januari 2021,"Perumahan Poris Indah, Jalan Palem 6, Blok E, No. 783, RT. 014, RW. 005",014/005,Cipondoh,Cipondoh,Kota Tangerang,Banten,"-6.180773, 106.6867713",1,90,136,"Rp7.350.000,00","Rp1.232.700.000,00","Rp1.232.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.180773,106.6867713
Gudang,10 Desember 2020,jalan industri raya blok B no. 5,000/000,Pasir Jaya,Jati Uwung,Kota Tangerang,Banten,"-6.2000429, 106.5658486",1,5420,3436,"Rp3.512.000,00","Rp26.412.700.000,00","Rp26.412.700.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),Nilai Pasar,(NULL),-6.2000429,106.5658486
Rumah Tinggal,18 Desember 2020,Jalan Gatot Subroto KM 7 No. 32,004/001,Jatake,Jati Uwung,Kota Tangerang,Banten,"-6.1988607, 106.5752933",1,428,248,"Rp771.540.000,00","Rp2.463.900.000,00","Rp2.463.900.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),(NULL),(NULL),-6.1988607,106.5752933
Rumah Tinggal,8 Januari 2021,"Perumahan Villa Ilhami, Jalan Mina XV, Blok J-3 No. 12A",-,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.225467, 106.6223543",1,90,89,"Rp7.180.000,00","Rp922.100.000,00","Rp922.100.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.225467,106.6223543
Rumah Tinggal,21 Juli 2021,"Perumahan Taman Royal, Cluster Pinus, Jalan Pinus IX No. 28, Kel. Tanah Tinggi, Kec. Tangerang, Kota Tangerang",-,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.1805988, 106.656818",1,88,"55,5","Rp7.480.000,00","Rp771.100.000,00","Rp771.100.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1805988,106.656818
Rumah Tinggal,15 Januari 2021,"Komplek Pondok Arum, Blok G1 No.12, RT.002/RW.005, Kel. Nambo Jaya, Kec. Karawaci, Kota Tangerang, Banten",002/005,Nambo Jaya,Karawaci,Kota Tangerang,Banten,"-6.164007, 106.6076523",1,84,"61,50","Rp1.968.000,00","Rp222.000.000,00","Rp222.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.164007,106.6076523
Rumah Tinggal,19 Januari 2021,"Cluster Aleyra Residence Blok AR 4 No.27, RT.008/RW.05, Kel. Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten",008/05,Buaran Indah,Tangerang,Kota Tangerang,Banten,"-6.182761, 106.6542503",1,96,69,"Rp6.100.000,00","Rp798.000.000,00","Rp798.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.182761,106.6542503
Rumah Tinggal,29 Juni 2021,Jl. Tanah Seratus No. 45,002/003,Sudimara Jaya,Ciledug,Kota Tangerang,Banten,"-6.237074, 106.7139595",1,80,160,"Rp4.040.000,00","Rp697.300.000,00","Rp697.300.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.237074,106.7139595
Rumah Tinggal,5 Mei 2021,"Perumahan Puri Permata Blok B7 No. 30, Kelurahan Cipondoh Makmur, Kecamatan Cipondoh, Kota Tangerang Provinsi Banten.",000/000,Cipondoh Makmur,Cipondoh,Kota Tangerang,Banten,"-6.1812127, 106.6728123",1,72,63,"Rp6.784.000,00","Rp604.100.000,00","Rp700.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),-6.1812127,106.6728123
Rumah Tinggal,5 Desember 2020,"Jalan Husein Sastranegara No.69,",003/004,Benda,Benda,Kota Tangerang,Banten,"-6.11752, 106.6832493",1,116,135,"Rp11.560.000,00","Rp1.730.000.000,00","Rp1.730.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,Kalkulasi,Nilai Pasar,(NULL),-6.11752,106.6832493
Rumah Tinggal,16 Agustus 2021,KO Global Mansion Blok A 2/4,007/014,Periuk,Periuk,Kota Tangerang,Banten,"-6.1621803, 106.5966377",1,108,182,"Rp6.000.000,00","Rp1.337.400.000,00","Rp1.337.400.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1621803,106.5966377
Rumah Tinggal,25 Agustus 2021,Villa Tangerang Indah Blok AB 2 No. 15,002/012,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1724515, 106.59234",1,72,71,"Rp4.767.000,00","Rp459.300.000,00","Rp459.300.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1724515,106.59234
Rumah Tinggal,2 Februari 2021,"Griya Ciledug, Jalan Flamboyan Raya Blok R No. 11",-,Paninggilan Utara,Ciledug,Kota Tangerang,Banten,"-6.2398202, 106.7015499",1,78,115,"Rp6.600.000,00","Rp864.000.000,00","Rp864.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.2398202,106.7015499
Pabrik,15 Januari 2021,Jalan Prabu Siliwangi Km. 1,000/000,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.188968, 106.5819793",1,30180,14795,"Rp2.338.000,00","Rp82.087.100.000,00","Rp82.087.100.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),Nilai Pasar,(NULL),-6.188968,106.5819793
Gudang,15 Desember 2020,"Jalan Raya Daan Mogot Km. 21, Komplek Arcadia Daan Mogot Blok G 15 No. 2-3",000/000,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.1568066, 106.665201",1,864,720,"Rp8.799.769,00","Rp9.734.000.000,00","Rp9.734.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,perbandingan data pasar,Lainnya,biaya pengganti baru,Nilai Pasar,(NULL),-6.1568066,106.665201
Gudang,31 Maret 2021,"Jalan Daan Mogot Km. 18, Kebon Besar, Batu Ceper, Tangerang",003/002,Kebon Besar,Batuceper,Kota Tangerang,Banten,"-6.160381, 106.6818203",1,46429,23289,"Rp8.721.873,00","Rp710.708.600.000,00","Rp710.708.600.000,00",Properti,Gudang,(NULL),Lainnya,PENILAIAN EKUITAS,Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.160381,106.6818203
Rumah Tinggal,15 Juli 2021,"Perumahan Puri Beta 1, Jalan Tanjung V Blok B7 No. 3",000/000,Larangan Utara,Larangan,Kota Tangerang,Banten,"-6.22519, 106.7236283",1,108,150,"Rp9.230.000,00","Rp996.840.000,00","Rp996.840.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,metode biaya pengganti terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.22519,106.7236283
Rumah Tinggal,19 November 2021,Perumahan Metro Permata 1 Blok D2 No. 1,004/011,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.2038952, 106.7117914",1,349,281,"Rp9.838.150,00","Rp4.173.000.000,00","Rp0,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2038952,106.7117914
Gudang,13 Januari 2021,"Komplek Pergudangan Nusa Indah, Jl. Nusa Indah Blok B. No.1, 2. dan 1A",-,Jurumudi,Benda,Kota Tangerang,Banten,"-6.1391327, 106.6802473",1,1727,1334,"Rp9.200.000,00","Rp18.689.800.000,00","Rp18.689.800.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1391327,106.6802473
Rumah Tinggal,8 Januari 2021,Perumahan Lippo Karawaci Cluster Taman Singosari Jalan Enggano No. 22,000/00,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.2157447, 106.6226943",1,96,81,"Rp884.160.000,00","Rp1.127.160.000,00","Rp1.127.160.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2157447,106.6226943
Rumah Tinggal,15 Januari 2021,Perumahan Mutiara Elok Blok B No. 32,-,Kreo Selatan,Larangan,Kota Tangerang,Banten,"-6.2387817, 106.7426413",1,90,36,"Rp8.100.000,00","Rp757.800.000,00","Rp757.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2387817,106.7426413
Rumah Tinggal,20 Januari 2021,"Komplek Perumahan Poris Indah, Cluster Grand Poris, Blok AA-8, No. 10",-,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.173523, 106.6829373",1,72,46,"Rp9.280.000,00","Rp792.360.000,00","Rp792.360.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Lainnya,-,Nilai Pasar,(NULL),-6.173523,106.6829373
Rumah Tinggal,22 Februari 2021,Perumahan Duren Village Blok C-4 No. 12C,000/000,Sudimara Selatan,Ciledug,Kota Tangerang,Banten,"-6.2310587, 106.6917163",1,144,161,"Rp3.018.823,00","Rp890.600.000,00","Rp890.600.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2310587,106.6917163
Gudang,22 Januari 2021,"Jalan Daan Mogot Raya KM. 19,6, Komplek Pergudangan Pusat Niaga Terpadu, Blok FF, No. 8-O",-,Poris Jaya,Batuceper,Kota Tangerang,Banten,"-6.164965, 106.6754533",1,404,411,"Rp14.640.000,00","Rp6.867.960.000,00","Rp6.867.960.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Lainnya,-,Nilai Pasar,(NULL),-6.164965,106.6754533
Gudang,25 Februari 2021,Kawasan Pergudangan Bandara Mas Jalan Bandara Mas VI Blok J No. 10 A,000/000,Selapajang Jaya,Neglasari,Kota Tangerang,Banten,"-6.136853, 106.629508",1,450,464,"Rp8.833.000,00","Rp4.881.003.000,00","Rp4.881.003.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),Nilai Pasar,(NULL),-6.136853,106.629508
Rumah Tinggal,6 Mei 2021,"""Perumahan Pondok Lestari Blok A3 No. 1",000/000,Paninggilan,Ciledug,Kota Tangerang,Banten,"-6.2235537, 106.7083473",1,265,210,"Rp7.850.000,00","Rp2.438.900.000,00","Rp2.438.900.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Lainnya,Pendekatan pasar dan pendekatan biaya,Lainnya,perbandingan data pasar,Lainnya,biaya pengganti,Nilai Pasar,(NULL),-6.2235537,106.7083473
Rumah Tinggal,8 Februari 2021,"Perumahan Banjar Wijaya, Cluster Lantana, Jl. Lantana Blok A VII No.10, Kel. Poris Plawad, Kec. Cipondoh, Kota Tangerang, Banten",000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.191068, 106.6564",1,240,189,"Rp6.680.000,00","Rp2.065.000.000,00","Rp2.065.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.191068,106.6564
Rumah Tinggal,20 Januari 2021,"Perum. Victoria Park Residence, Jalan Sport Club Blok E 1 No. 18",-,Nusa Jaya,Karawaci,Kota Tangerang,Banten,"-6.1980057, 106.6178693",1,318,240,"Rp8.900.000,00","Rp3.430.200.000,00","Rp3.430.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1980057,106.6178693
Rumah Tinggal,26 Januari 2021,"Perumahan Banjar Wijaya, Jalan Kemuning, Blok A-29, No. 16",-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.188551, 106.6557323",1,300,231,"Rp7.330.000,00","Rp2.892.000.000,00","Rp2.892.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Lainnya,-,Nilai Pasar,(NULL),-6.188551,106.6557323
Rumah Tinggal,21 Juni 2021,Perumahan Modernland Cluster Gracia Jalan Bukit Golf VIII Blok QG-2 No. 19,000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.195892, 106.653023",1,120,142,"Rp13.754.000,00","Rp1.979.700.000,00","Rp1.979.700.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,metode PERBANDINGAN data pasar,Lainnya,METODE Biaya Reproduksi Baru,Nilai Pasar,(NULL),-6.195892,106.653023
Rumah Tinggal,23 Februari 2021,"Perumahan Lippo Village Utara, Cluster Taman Singosari, Jl. Nias No.35, Kel. Panunggangan Barat, Kec. Cibodas, Kota Tangerang, Banten",000/000,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.216638, 106.6230803",1,171,122,"Rp7.100.000,00","Rp1.552.000.000,00","Rp1.552.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.216638,106.6230803
Rumah Tinggal,28 Januari 2021,"Perumahan Graha Raya Bintaro, Cluster Fortune Spring, Jalan Fortune Spring Utama, Blok D2/A No. 03",-,Tajur,Ciledug,Kota Tangerang,Banten,"-6.233325, 106.6901183",1,105,71,"Rp8.850.000,00","Rp1.149.350.000,00","Rp1.149.350.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Lainnya,-,Nilai Pasar,(NULL),-6.233325,106.6901183
Rumah Tinggal,30 Januari 2021,Perumahan Duren Village Blok G 1 No. 3 Pedurenan Karang Tengah,000/000,Padurenan,Karang Tengah,Kota Tangerang,Banten,"-6.3787499, 106.7774797",1,240,"197,50","Rp5.509.000,00","Rp2.033.400.000,00","Rp2.033.400.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Biaya Pengganti Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.3787499,106.7774797
Rumah Tinggal,5 Maret 2021,"Komplek Perumahan Green Village, Jalan Green Village 2A No. 9",000/000,Nerogtog,Pinang,Kota Tangerang,Banten,"-6.203062, 106.689111",1,48,"64,67","Rp813.168.000,00","Rp1.009.100.000,00","Rp1.009.100.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.203062,106.689111
Rumah Tinggal,5 Maret 2021,"Komplek Perumahan Green Lake City, Cluster East Asia, Jalan East Asia 3A No. 23",000/000,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.203301, 106.690352",1,108,"97,8","Rp15.463.000,00","Rp1.951.100.000,00","Rp1.951.100.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.203301,106.690352
Rumah Tinggal,3 November 2021,"Perumahan Modernland, Jl Pulau Puteri IV. Blok B-3 No.24",000/000,Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.2020947, 106.6351313",1,180,164,"Rp7.700.000,00","Rp1.730.700.000,00","Rp1.730.700.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,biaya pengganti terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.2020947,106.6351313
Rumah Tinggal,3 November 2021,"Perumahan Modernland, Cluster Havana, Bok CH-9 No.02",000/000,Cipete,Pinang,Kota Tangerang,Banten,"-6.1983047, 106.6496213",1,104,144,"Rp8.900.000,00","Rp1.365.000.000,00","Rp1.365.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,biaya pengganti terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.1983047,106.6496213
Rumah Tinggal,5 Februari 2021,"Perumahan Cimone Permai, Jalan Cimone Delta Raya No.30,",001/002,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.197436, 106.6076263",1,310,200,"Rp5.081.000,00","Rp1.984.000.000,00","Rp1.984.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,Kalkulasi,Nilai Pasar,(NULL),-6.197436,106.6076263
Rumah Tinggal,10 Februari 2021,Jalan Bakti III No. 63,003/007,Karang Timur,Karang Tengah,Kota Tangerang,Banten,"-6.2256317, 106.7167103",1,459,287,"Rp4.570.000,00","Rp2.426.000.000,00","Rp2.426.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,KALKULASI,Nilai Pasar,(NULL),-6.2256317,106.7167103
Gudang,29 Januari 2021,"Jalan Raya Daan Mogot Km. 21, Komplek Pergudangan Daan Mogot Era Prima Blok O No. 21",-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.1644227, 106.6669383",1,247,248,"Rp13.070.000,00","Rp3.878.090.000,00","Rp3.878.090.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,BIAYA PENGGANTI,Lainnya,-,Nilai Pasar,(NULL),-6.1644227,106.6669383
Rumah Tinggal,20 Maret 2021,"CLUSTER KEMBANG LARANGAN NO.11, JALAN LENGKUAS VI",02/10,Larangan Selatan,Larangan,Kota Tangerang,Banten,"-6.2929437, 106.4230855",1,76,52,"Rp7.950.000,00","Rp823.640.000,00","Rp823.640.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.2929437,106.4230855
Rumah Tinggal,22 Maret 2021,"PERUMAHAN TAMAN MUTIARA BLOK A-20, JALAN HAJI MENCONG",00,Paninggilan Utara,Ciledug,Kota Tangerang,Banten,"-6.2424942, 106.7055323",1,120,100,"Rp7.550.000,00","Rp1.222.000.000,00","Rp1.222.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.2424942,106.7055323
Rumah Tinggal,2 Februari 2021,"Perumahan Green Lake City, Cluster Amerika Latin, Jalan Amerika Latin 9, No. 3",-,Petir,Cipondoh,Kota Tangerang,Banten,"-6.1872377, 106.7033953",1,230,310,"Rp16.050.000,00","Rp4.714.500.000,00","Rp4.714.500.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1872377,106.7033953
Rumah Tinggal,2 Februari 2021,"Jalan RMH Noeradji, Cluster Kaisar Mansion, Blok B No. 14",-,Sumur Pacing,Karawaci,Kota Tangerang,Banten,"-6.1744477, 106.6149583",1,60,66,"Rp7.720.000,00","Rp700.800.000,00","Rp700.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1744477,106.6149583
Rumah Tinggal,26 Januari 2021,Perumahan Taman Villa Meruya Blok H2 No. 38,004/010,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.2079077, 106.7213243",1,200,267,"Rp11.400.000,00","Rp3.107.700.000,00","Rp3.107.700.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2079077,106.7213243
Rumah Tinggal,19 Mei 2021,Perumahan Panorama Cibodas Blok C No. 9 Sangiang Jaya Periuk KOTA TANGERANG PROV. BANTEN 15131,000/000,Sangiang Jaya,Periuk,Kota Tangerang,Banten,"-6.1777019, 106.5886297",1,96,"118,50","Rp3.722.000,00","Rp563.000.000,00","Rp563.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,perbandingan data pasar,Lainnya,biaya pengganti baru,Nilai Pasar,(NULL),-6.1777019,106.5886297
Rumah Tinggal,18 Januari 2021,"Perumahan Poris Indah,Jalan Cempaka 3 Blok C No.395",000/00,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.1795087, 106.6870153",1,60,"70,50","Rp480.000.000,00","Rp691.500.000,00","Rp691.500.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1795087,106.6870153
Rumah Tinggal,10 November 2021,Perumahan Keroncong Permai Blok EP 20 No. 21,011/002,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.184506, 106.586335",1,60,180,"Rp3.800.000,00","Rp705.500.000,00","Rp705.500.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,biaya pengganti terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.184506,106.586335
Rumah Tinggal,18 Januari 2021,Perumahan Poris Indah Cluster Poris Paradise Eksklusif Blok C-5 No. 8,000/00,Poris Gaga,Batuceper,Kota Tangerang,Banten,"-6.1723117, 106.6803613",1,115,"82,80","Rp1.102.850.000,00","Rp1.461.750.000,00","Rp1.461.750.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1723117,106.6803613
Rumah Tinggal,10 November 2021,"Perumahan Keroncong Village Blok D1 No. 20, Jalan Bima Suci 1",000/000,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.182014, 106.585752",1,60,60,"Rp3.700.000,00","Rp287.200.000,00","Rp287.200.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,biaya pengganti terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.182014,106.585752
Rumah Tinggal,18 Januari 2021,Perumahan Cluster Cipondoh Blok B-2 No. 4,000/00,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.1918297, 106.6624013",1,60,27,"Rp433.800.000,00","Rp460.800.000,00","Rp460.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1918297,106.6624013
Gudang,5 Maret 2021,"Jl. Daan Mogot KM19, Kawasan Pusat Niaga Terpadu Blok F-8A, Kel. Poris Gaga Baru, Batu Ceper, Kota Tangerang, Banten",000/000,Poris Gaga Baru,Batuceper,Kota Tangerang,Banten,"-6.164304, 106.6765557",1,202,132,"Rp13.230.000,00","Rp2.946.900.000,00","Rp2.946.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.164304,106.6765557
